BRD4_UNSTIM	BRD4_2H	BRD4_24H
Slc35d2	4965.7085	4907.0378	5071.7625
Slc35e1	4075.59655	4582.738	5105.6227
Slc35e2b	2000.7313	2103.3823	2545.8003
Slc35e3	9080.9941	8900.26995	12649.47165
Slc35e4	3952.7209	4843.65635	5697.26705
Slc35f1	56.8491	58.55685	101.2506
Slc35f2	2315.96015	1557.1167	2248.61715
Slc35f5	4659.3147	4425.8665	4219.77965
Slc35f6	2627.6009	2913.0365	3619.36115
Slc35g1	6881.6376	6770.60525	8199.16155
Slc35g3	5141.313	4537.7382	7217.74855
Slc36a1	556.78695	429.4757	816.84565
Slc36a4	1103.54925	1250.3814	1476.73395
Slc37a1	84.01855	152.26645	185.8409
Slc37a4	4197.1848	4217.46835	5294.02825
Slc38a2	17513.62445	14710.6096	21690.4694
Slc38a3	8813.9559	7507.59635	13639.92225
Slc38a6	9698.75145	9699.15575	11435.9481
Slc38a7	2730.0697	3077.47545	4088.11145
Slc39a1	6339.22705	6535.9824	8428.22555
Slc39a10	2530.4816	2757.42235	3042.2369
Slc39a11	2073.7426	2290.67585	3572.86215
Slc39a13	6654.3888	6194.0798	9446.05925
Slc39a14	4915.13775	5481.3109	7209.5063
Slc39a3	3001.9526	3209.07195	4158.367
Slc39a6	2848.2616	3400.07845	3381.95475
Slc39a7	1903.5399	1721.1722	2645.75265
Slc39a7	1903.5399	1721.1722	2645.75265
Slc39a9	2522.8116	2402.11685	3802.7457
Slc3a2	14315.2743	15404.8261	17109.5987
Slc3a2	14315.2743	15404.8261	17109.5987
Slc40a1	720.0413	535.50625	929.80815
Slc41a1	1091.15555	867.70225	1675.78505
Slc41a3	2230.3589	2372.29025	3953.9332
Slc43a1	1938.41205	2208.0147	2881.85685
Slc43a2	7066.83675	6070.59215	13709.3473
Slc44a1	3996.3074	3824.032	4862.27975
Slc44a2	5758.4249	5037.60435	7528.5291
Slc46a1	869.5133	891.9325	1030.7176
Slc46a3	949.53575	1272.9227	1393.4036
Slc47a1	2908.15045	4367.59785	4578.2761
Slc48a1	22507.5754	16748.44385	29275.1875
Slc4a11	1848.79495	2201.87795	2566.7891
Slc4a1ap	6578.4083	10163.62815	9335.58795
Slc4a2	5952.18275	6598.58975	9594.8522
Slc4a3	6658.02175	5097.69525	7880.78935
Slc4a4	1135.8548	1305.6437	1406.8675
Slc4a7	1785.493	2018.8787	2209.7227
Slc50a1	4565.9414	4493.4338	7906.09215
Slc52a2	2980.34505	3076.7694	4223.6824
Slc5a6	3751.9532	4050.5798	4936.7447
Slc6a6	20050.314	16702.88175	28293.27595
Slc6a8	1862.28885	1508.76255	2567.25435
Slc6a9	2548.3053	2455.05985	3223.8954
Slc7a1	2622.06155	3210.33525	3551.67395
Slc7a11	975.19795	1033.0785	1365.13275
Slc7a2	3224.4932	2589.262	2858.53705
Slc7a5	7044.13515	6894.6039	11503.62785
Slc7a6os	3336.771	3492.04335	4308.80245
Slc7a8	5180.5715	6479.1265	7480.76755
Slc8b1	3413.3505	3541.0963	5322.21815
Slc9a1	1617.96715	1731.07215	2421.99195
Slc9a3r1	4288.10335	3541.5204	6995.0334
Slc9a3r2	5961.97085	5623.3679	8704.41885
Slc9a5	3081.86935	3243.6656	4778.76235
Slc9a8	5665.6479	6033.2847	8929.76605
Slc9a9	1683.3785	2421.7648	2261.19715
Slco2a1	3944.2681	3929.0738	6096.7152
Slco3a1	3452.68645	3986.58975	3809.6505
Slfn2	7871.45045	11169.42915	13220.00115
Slirp	2276.06425	2575.15735	2984.8474
Slit2	1585.72565	2251.55695	1803.21045
Slk	11275.93665	11412.939	16395.87905
Slmap	6841.7515	6622.39295	7335.60315
Slu7	3040.11065	2144.20025	3305.33215
Slx1b	9127.0258	8650.06165	9829.80735
Slx4ip	5659.18895	4406.0646	4931.95095
Smad1	4340.8664	4368.23405	5576.3273
Smad2	4608.8659	4232.3242	4161.8197
Smad2	4608.8659	4232.3242	4161.8197
Smad3	13807.5697	14856.0919	18830.55715
Smad6	11681.4175	10441.5485	17661.7734
Smad7	23648.5458	23815.3309	36389.9174
Smagp	1772.93065	1669.04465	3031.4688
Smap2	5901.638	6034.1978	7426.57405
Smarca1	260.04595	428.60935	251.0556
Smarca2	2829.9716	2552.8345	4061.9681
Smarca4	1805.6035	1896.94875	2581.3862
Smarca5	2233.30415	2363.09075	2547.5422
Smarcad1	868.1394	832.0922	1078.7251
Smarcal1	2717.2853	2684.04765	3711.26885
Smarcb1	2750.5336	2505.9662	4458.05555
Smarcc1	4160.2582	3846.49705	4977.05825
Smarcd1	3508.85505	3627.6583	6244.7693
Smarcd2	2851.8177	2512.37795	3734.98595
Smarcd3	4948.17465	4159.40255	7605.92365
Smarce1	2229.8805	2043.35125	2441.7614
Smc1a	1066.65595	1508.5654	1214.9915
Smc2	731.69205	751.4536	868.0538
Smc3	3348.20305	6421.9913	6182.78745
Smc4	4158.5683	3786.1322	4359.39515
Smc5	1744.85585	1630.75905	1791.42785
Smc6	1325.083	1288.1962	1752.15315
Smcr8	4556.57935	4255.82675	5746.41915
Smg6	4904.1538	4978.80965	6700.3596
Smg9	21055.57545	38423.8221	36218.06475
Smim1	1074.0939	1658.2338	1755.4151
Smim11	1369.77245	1251.40475	1951.91335
Smim12	3253.3182	3540.9093	5921.7667
Smim14	6647.86805	7189.9667	8115.154
Smim15	1822.8141	1603.869	2054.3038
Smim20	1349.04025	1450.75725	1755.64145
Smim3	7387.30645	8609.0215	9796.3569
Smim7	3753.2823	3897.4346	4627.59165
Smim8	1004.1427	753.95965	1210.4852
Smim8	1004.1427	753.95965	1210.4852
Smim8	1004.1427	753.95965	1210.4852
Smim8	1004.1427	753.95965	1210.4852
Smim8	1004.1427	753.95965	1210.4852
Smn1	1471.0588	1563.44415	1843.2761
Smndc1	6715.45355	12155.66175	10872.75505
Smndc1	6715.45355	12155.66175	10872.75505
Smo	1396.31715	1513.3235	1906.86015
Smoc1	6883.1242	5188.7176	7794.7227
Smoc2	969.2649	1130.28915	1344.0591
Smpd1	5884.0487	6460.5816	9045.44035
Smpd2	2741.96805	2520.88085	3317.63935
Smpd3	4313.59985	4293.47555	8085.1174
Smpd4	1325.0258	1111.4021	1925.44125
Smpd5	8794.0975	9552.5157	14142.72195
Smpdl3b	921.29615	816.55165	1133.45735
Sms	1570.8365	1371.28745	1681.75735
Smtn	9725.28565	8495.0509	13443.76945
Smu1	2426.08725	2377.0575	2781.0143
Smurf1	12477.0401	15840.95985	19237.92
Smurf2	6283.14845	6954.90335	7863.4658
Smyd2	2866.46765	4080.8522	3673.18235
Smyd3	3438.07965	3640.5358	4331.1031
Smyd4	8198.1781	6775.87015	9905.4099
Smyd5	1293.51455	2047.1959	1885.47495
Snai1	16305.6882	15521.6499	25791.3945
Snai2	2469.2537	2106.5435	2764.8587
Snap23	7089.1974	7074.63265	7128.0536
Snap29	1306.5029	1265.86485	1440.2378
Snap47	2548.1298	2643.7381	3768.92285
Snap91	45.1668	23.1952	19.817
Snapc1	711.1248	976.0816	995.7088
Snapc2	3175.21895	3001.7589	3942.8497
Snapc3	1589.4845	1435.4108	2013.82275
Snapc5	2650.95025	3541.1612	3104.4671
Snapin	3615.3669	3129.70615	4533.4227
Snapin	3615.3669	3129.70615	4533.4227
Sncg	6988.78175	5927.13915	9305.23955
Snd1	2774.4527	3332.27865	3428.9003
Snf8	3267.14655	3273.0367	4159.54265
Snhg4	6410.5947	5352.5371	7927.9643
Snip1	4691.14125	4025.40015	6718.51
Snn	8045.8112	7694.3339	12749.56585
Snrnp200	3495.6251	3046.7317	4460.95005
Snrnp27	4226.7969	3491.05505	4686.545
Snrnp35	4476.29095	4324.13625	6917.8014
Snrnp40	3422.3392	3811.7779	4723.2393
Snrnp48	2451.90085	2523.9079	2658.16115
Snrnp70	3574.62665	3466.4188	5501.7676
Snrpa	6908.2746	7827.4457	10767.20335
Snrpa1	1884.39765	2165.4808	2057.3655
Snrpb	1431.46855	1417.44895	1969.6295
Snrpb2	826.2099	818.6352	827.733
Snrpd1	5627.5407	5737.89135	5840.4384
Snrpd2	4270.9571	4855.60615	5239.4757
Snrpe	1030.8496	1082.6824	1459.246
Snrpf	3234.74105	4107.7861	4160.3725
Snrpg	7079.9955	4954.7942	8327.717
Snrpn	429.76715	472.81485	492.8581
Snta1	5511.388	5083.64635	7227.76775
Sntb1	4471.931	4002.52785	5231.93715
Sntb2	9760.93065	8866.0207	10087.9071
Snupn	7597.86435	6840.20785	10524.07145
Snurf	389.89355	446.53665	450.2467
Snw1	1371.0449	1610.5689	1714.7059
Snx1	2295.62765	2246.2111	3116.36075
Snx10	1747.15915	1562.02225	1835.15485
Snx11	3665.0277	3442.50275	4260.21005
Snx12	2259.4403	1802.8364	1680.81825
Snx13	1489.54005	1400.08845	1745.1941
Snx14	1575.9446	1624.6866	1632.9098
Snx15	6198.53675	6002.3959	7928.68755
Snx16	745.9469	746.76585	623.28705
Snx17	4815.8683	5343.43175	5873.5739
Snx18	7389.60105	7604.65465	9298.20325
Snx19	1987.0927	1235.53045	1916.0989
Snx2	7517.86745	8391.2095	6152.7014
Snx24	16206.8014	17573.4938	16568.00295
Snx27	3738.3246	3634.0257	4769.0905
Snx29	3478.65885	3577.3262	4787.11805
Snx3	661.3176	651.7318	1031.60415
Snx30	1500.95485	1772.9337	1700.8622
Snx33	12754.3499	13286.523	20144.5963
Snx4	2010.6941	1690.25255	2004.438
Snx5	1978.3906	1936.52545	2102.18685
Snx6	6680.61455	6273.4037	10216.54555
Snx7	2843.462	3142.21175	3004.7743
Snx8	2011.9434	2085.8727	2729.6036
Soat1	6897.48035	8499.78705	8747.56385
Sobp	120.67655	145.51345	203.68985
Socs1	2169.86195	1879.4952	3691.8302
Socs2	1178.6433	1421.72505	1649.92165
Socs3	15873.2506	16872.176	30359.7622
Socs4	2557.46425	2647.24435	2994.42105
Socs5	9197.1576	12310.1806	14474.97935
Sod1	1626.46495	1442.08545	1772.9
Sod2	2811.7063	2559.86915	3135.94965
Sod3	4734.4031	5061.1921	6357.0515
Son	1612.0843	1762.5305	2162.7135
Sorbs2	11239.486	12730.83645	9960.32735
Sorbs3	10039.4991	8720.83155	14802.6604
Sorcs2	1635.1787	2048.98085	2814.0555
Sord	3709.53715	3186.6441	4170.05545
Sort1	4813.8122	3652.53445	5733.19625
Sos1	3109.3626	3196.90185	4090.327
Sos2	1172.4627	1329.5917	1619.2536
Sowahc	5609.9016	4788.71405	5394.76765
Sox11	4090.96135	4039.02295	4785.30105
Sox12	5281.8714	5261.6865	8170.645
Sox13	2043.9245	2466.8446	3253.65015
Sox15	4751.11045	5000.9714	5381.4319
Sox4	6805.55305	5299.5568	8918.11635
Sox8	2393.23015	3168.0376	4551.5586
Sox9	3198.4129	5440.9414	5528.5108
Sp1	11343.5271	9303.3106	15801.3252
Sp110	4151.52715	4857.76455	4577.624
Sp140	3351.39855	3992.28795	3553.4863
Sp4	3273.709	2706.4706	2924.0552
Spa17	2059.62385	2640.68755	2224.67295
Spag1	1717.8247	1191.9258	2441.9274
Spag5	3377.6059	4004.5025	4731.08445
Spag7	9264.56465	10758.5473	11872.86045
Spag9	10751.56735	11257.9387	14102.84135
Sparc	18142.70485	17426.60525	24821.8665
Spast	4863.0076	3816.9978	4457.129
Spata1	4208.9746	4774.23495	4363.51675
Spata13	224.5275	140.8875	312.43875
Spata2	8146.6964	8368.99835	12579.79305
Spata24	2420.6833	2172.9491	4088.86235
Spata2L	3939.69245	4249.14405	5887.99485
Spata33	4950.5738	5223.642	7639.74555
Spata5	3373.0859	3841.57615	3142.6487
Spata5l1	4218.59975	4944.71705	4911.67685
Spata6	726.4926	752.93965	950.53645
Spata7	722.26225	864.5978	1078.611
Spats1	831.35675	876.2546	1183.69675
Spc25	1956.5924	1667.8442	2273.20675
Spcs1	3283.64015	3657.24485	3409.53765
Spcs2	4858.9482	4841.2863	6542.08595
Spcs3	1149.65075	1370.5655	1390.925
Spdl1	2454.06495	2796.9989	2958.21635
Spdya	2371.62	2419.1733	2390.35615
Specc1	5552.6627	6927.95825	8804.9173
Specc1l	4428.80785	4535.24905	5584.455
Speg	4395.3114	6270.87845	7570.47565
Spg11	4229.2666	3047.17295	4476.0856
Spg20	2720.14125	2347.59425	3474.62395
Spg21	3262.90685	2927.7896	4064.04425
Spg7	8419.9257	8426.81725	10911.52595
Sphk1	4984.91635	6354.56225	7912.34535
Sphk1	4984.91635	6354.56225	7912.34535
Sphk1	4984.91635	6354.56225	7912.34535
Sphk2	6734.49475	6231.1785	10894.3984
Spice1	568.8605	559.46675	799.6162
Spidr	2771.34685	2895.05495	2885.91395
Spin1	823.40895	582.4818	719.692
Spint2	6261.75205	5195.734	9571.2356
Spire1	3852.14935	4026.85795	4086.4233
Spns1	3986.3972	3503.3385	5056.5869
Spns2	5356.7737	5281.32745	6967.74735
Spop	6948.12445	7469.8723	10292.75625
Spp1	21141.6559	27256.02105	25678.183
Sppl2a	1547.74465	1537.78805	2165.88155
Sppl2b	4455.24875	5090.48685	7115.969
Spr	2077.2184	1672.37605	2381.8188
Spred1	2275.7701	2202.4279	2774.81555
Spred2	5043.33355	6013.2245	6950.7399
Spred3	2318.12795	2407.00675	3667.286
Sprtn	2545.6807	2374.02365	3976.2021
Spry1	353.4521	457.8942	400.2199
Spry2	4920.9762	11340.56045	6135.32245
Spry4	7031.1233	7426.90785	8398.3795
Spryd3	11327.1899	10023.32675	17269.78025
Spryd4	4377.4253	4662.17915	5619.4106
Spryd7	2907.4135	3225.42195	2782.54475
Spsb1	14086.3035	13841.1603	24019.6973
Spsb3	4440.81385	4960.45325	5511.03165
Spsb4	3067.5766	3190.4085	4843.04975
Sptan1	4632.49705	3973.88	5077.17125
Sptbn1	11611.73205	12765.83705	12160.2994
Sptbn4	8599.3168	8141.49055	11855.4747
Sptlc1	909.7187	1098.2321	1167.3362
Sptlc2	4670.97505	4788.54145	4851.79
Sptssa	2624.68965	2553.97105	3792.31995
Sqle	4100.41235	3749.60565	4685.8873
Sqrdl	4366.07025	4405.97385	4149.5931
Sqstm1	4282.5181	3986.4506	6465.4701
Sqstm1	4282.5181	3986.4506	6465.4701
Sra1	6622.47805	6951.66495	9835.35365
Src	6904.36395	6525.29315	9687.2584
Srd5a1	934.9526	912.4076	1454.7701
Srd5a3	1316.7609	1638.26165	1733.16205
Srebf1	9201.75805	8437.79855	14389.16295
Srebf1	9201.75805	8437.79855	14389.16295
Srebf2	4947.7899	4942.72335	7108.6267
Srf	6492.39485	6763.34985	8873.47225
Srfbp1	6701.0695	6503.2197	5537.8161
Srgap1	915.2281	1061.88435	1337.90845
Srgap2	6467.4252	7620.29235	7507.41015
Srgap3	4905.3057	4411.6579	6378.9895
Srgn	1423.43545	1159.72815	1766.65185
Sri	1006.7145	624.36425	1329.57675
Srp14	4397.1162	3232.14525	7887.01085
Srp19	2738.71545	2715.4973	3773.3319
Srp54a	2168.5603	2443.91285	2883.8003
Srp68	3512.92305	3500.13855	5775.0605
Srp72	1507.6133	1473.5013	1583.7569
Srp9	7254.2869	8179.3067	12526.761
Srpk1	733.1696	1137.7296	1172.2148
Srpk2	2021.54135	1786.6213	1953.87725
Srprb	565.1476	649.7732	817.0318
Srpx	1890.95525	1659.0946	2250.43445
Srpx2	3226.7159	3438.83995	2526.2352
Srr	4861.6754	4926.07455	6667.2211
Srrd	1999.16725	1998.6867	2711.9086
Srrm1	8416.9857	9693.07855	12676.15645
Srrm2	4587.8176	4816.05985	6065.83905
Srsf1	5201.6724	5102.1034	7160.6021
Srsf10	5598.4649	5393.3771	6862.627
Srsf11	1724.3212	1805.8446	1818.95795
Srsf2	8978.7818	9072.6867	11939.0203
Srsf3	8566.33685	8377.89295	14933.4813
Srsf4	3810.3463	3316.5522	5883.8652
Srsf5	1390.47015	1449.8419	2063.85515
Srsf6	1814.63635	1946.93275	2619.06795
Srsf7	5040.70085	5557.99865	6621.4823
Srsf9	3788.94465	3593.3266	5193.08235
Srxn1	1479.9806	2284.49535	2482.3329
Ss18	2325.65855	2859.60905	3172.9675
Ss18l1	2370.4402	1940.56865	3223.79455
Ssb	3041.7418	3083.199	3682.9968
Ssbp1	973.41655	864.7157	1098.695
Ssbp3	4858.42515	4232.8178	7582.45465
Ssbp4	4544.16245	4927.18345	7598.69965
Ssc5d	3103.125	2700.46675	5013.94715
Ssfa2	4021.70665	3418.4417	3588.3893
Ssh2	933.4991	803.57625	979.0891
Ssh3	10449.85975	11096.78485	13971.71975
Ssna1	3723.61895	3971.0123	5827.40895
Sspn	5939.85045	6822.63165	9819.3409
Ssr1	1599.2243	1700.94715	1958.73145
Ssr2	5912.6578	5124.24495	9065.8129
Ssr3	3448.63285	2793.1566	2314.4783
Ssr4	747.29055	582.0093	940.86485
Ssrp1	4303.1619	4335.702	5970.7988
Sssca1	13353.717	13647.3811	18390.0821
Ssu72	3226.43105	3391.325	4142.23175
Ssx2ip	1905.51265	2489.08435	2772.76575
St13	2248.2343	2436.3962	2225.0562
St14	469.86465	561.9236	761.10255
St3gal2	14981.03855	16084.26785	19204.26805
St3gal3	2397.4924	2428.8101	3041.5822
St3gal4	7998.5663	7904.19675	11389.96765
St3gal5	6242.7232	4570.52175	7273.27395
St5	23496.34635	17355.6171	24856.85535
ST7	3465.96415	3416.1329	3941.9349
St7l	2462.9147	2936.3565	2767.77505
St8sia2	1231.02945	1345.6114	1670.93375
Stac2	9626.1413	12601.22985	15685.89775
Stag1	1976.5779	1899.2892	2584.63655
Stag2	2487.45545	2492.1796	2833.64235
Stam	6582.46525	8485.04215	5930.1375
Stam2	2149.5451	1606.1864	1941.3711
Stambp	1740.19255	1797.56155	2139.8574
Stambpl1	10851.4247	10624.02005	12222.7057
Stap2	4259.3048	3982.81025	6015.5281
Stard10	4743.14835	3478.5466	7197.4165
Stard13	7952.37685	10754.12445	9019.89805
Stard3	2285.3804	2223.0211	3730.1712
Stard3nl	1118.18445	837.03845	1167.46755
Stard4	3561.10935	3534.04255	5120.18675
Stard5	1741.5872	1875.2828	2367.0635
Stard6	2106.20255	1957.25775	2344.2904
Stard7	5953.583	4672.20235	5944.66405
Stat1	6268.28795	4964.87505	6737.3028
Stat2	2260.87195	2436.33175	3309.3232
Stat3	19412.5483	20263.20725	25265.54865
Stat5a	5189.80845	5534.5297	7349.246
Stat5b	4839.07235	4687.969	6895.03055
Stat6	14481.08965	14452.45235	23012.44455
Stau1	2501.13745	2255.8954	3651.6435
Stbd1	470.5416	603.78655	635.67755
Stc1	2505.81505	2006.2889	2116.98725
Steap1	413.2752	571.428	515.151
Steap2	3063.2051	3197.77645	3381.40885
Steap3	4489.31025	5191.50865	7710.72435
Stim1	3019.31295	2857.1731	3970.4662
Stim2	4804.58885	5068.8298	5703.41685
Stip1	7133.5808	7944.06795	9874.73765
Stk10	11301.024	10270.59275	16470.6161
Stk11	20243.70955	21381.9528	35887.4317
Stk11ip	5171.69765	4312.14255	6342.2545
Stk16	5599.3621	5654.237	7861.07835
Stk17b	12074.57515	11452.11675	10088.22805
Stk19	1461.0118	1547.42115	2190.02385
Stk24	2916.5781	2700.724	4331.24165
Stk25	1482.99715	1180.06385	2497.05155
Stk3	947.163	659.0656	1147.9701
Stk32c	223.7378	219.0072	409.2642
Stk35	2479.4293	2184.7624	3464.6528
Stk36	4550.36825	5059.48375	5117.8842
Stk38l	9697.45715	12838.5879	11470.3713
Stk39	510.1384	440.7374	605.0408
Stk4	1927.1691	2177.58065	2343.783
Stk40	12958.56455	11104.95255	18750.31065
Stmn1	3060.1279	3051.37275	4392.45865
Stom	1431.421	1361.2245	2093.8984
Stoml1	13794.47095	14059.0134	18597.82695
Stoml2	5347.26165	4837.76545	7063.3664
Ston1	7793.96845	5954.9709	9776.5152
Strada	4510.9122	4537.9604	4849.03315
Stradb	2649.45345	2856.29625	3509.8002
Strap	3789.8461	4586.2738	5742.66575
Strn	2074.48175	1827.85235	2466.79105
Strn3	5795.7185	6824.2959	6608.5548
Strn4	3444.8298	3463.7848	4616.10985
Sts	467.674	367.79395	479.1793
Stt3a	1997.65965	2032.8179	2498.1619
Stt3b	2367.34205	2837.4475	2351.29155
Stub1	4988.1017	5400.49685	8059.4773
Stx11	12407.5256	10042.5092	13545.3124
Stx12	1552.81805	1478.8173	2070.1019
Stx16	2151.8658	2213.40545	2779.332
Stx17	710.97825	767.34965	883.45355
Stx18	3203.2611	2343.29395	3284.37135
Stx1a	1099.99845	1259.6186	1644.84565
Stx2	1832.63655	2206.2854	2637.27695
Stx3	2675.49435	2385.6131	2406.508
Stx4	9153.31575	8951.23225	11538.9031
Stx5	12614.2835	13802.5604	15026.89675
Stx6	3978.16895	4632.28165	5171.7007
Stx7	742.5686	716.52255	958.9209
Stx8	1339.73915	1595.4858	1746.20705
Stxbp1	11510.49915	13295.50615	16892.34125
Stxbp2	399.67205	277.07015	550.494
Stxbp3	3258.9169	2561.864	3903.01095
Stxbp4	1102.5944	1039.3536	1581.9236
Stxbp5	2019.23475	2794.24265	2325.0165
Stxbp5	2019.23475	2794.24265	2325.0165
Stxbp6	1577.4129	1642.5659	2153.9321
Styx	3145.239	3928.7355	3852.5511
Styxl1	2341.49145	1849.2224	3164.58585
Sub1	6058.8601	4365.98865	4248.19435
Sucla2	2555.4225	2207.84475	2974.5295
Suclg1	3430.7573	3431.0863	4412.00675
Suclg2	3601.6731	3412.66105	3290.264
Suco	1982.614	1890.4151	2219.357
Sufu	9040.553	10776.3184	12813.77495
Sugct	1864.23735	1915.5521	2150.6798
Sugp1	2360.2414	2049.9147	3578.6898
Sugp2	3464.25785	3630.9984	4680.58785
Sugt1	3492.8486	3138.5571	3591.43525
Sulf1	11850.34535	12728.80865	10733.79935
Sulf2	4649.4689	3732.61185	7172.4409
Sult1a1	12923.97905	11983.08715	14531.3541
Sumf1	5436.1785	4979.9375	7069.8898
Sumf2	2375.30925	2257.84625	3540.3014
Sumo1	3001.37155	2981.56005	3575.2126
Sumo2	2264.68215	2232.5694	3210.8585
Sumo3	2751.6573	2783.31035	4504.4783
Sun1	5081.363	7854.1132	7733.4132
Suox	2598.08395	2949.0024	3410.44445
Supt16h	2523.1929	2225.15095	2820.193
Supt20	5871.8766	8643.62715	5103.1098
Supt4h1	4789.5877	4432.1198	9238.54605
Supt5h	8527.7571	7775.51375	11206.63705
Supt6h	5170.2922	5908.5887	6525.27845
Supt7l	6518.8227	10133.93555	9250.73525
Supv3l1	1539.1267	1296.941	1771.6728
Surf4	2811.08045	3184.7418	4116.4097
Surf6	2216.15525	2681.0906	3109.82505
Suv39h1	842.4552	790.6082	1195.7326
Suv39h2	1482.65485	1808.4404	2045.30005
Svbp	4441.1479	4260.4888	5737.3967
Svbp	4441.1479	4260.4888	5737.3967
Swap70	10415.2517	8135.40705	15303.9203
Swi5	2684.6897	2985.26785	3475.4452
Swsap1	2757.99775	3183.9421	3861.66625
Swt1	2710.85295	3308.4897	3096.0587
Syap1	1026.23315	895.5812	1466.3432
Syde1	1690.993	2081.5781	2331.13435
Syde2	8388.13045	7984.75545	9194.75965
Syf2	2007.7741	1976.80255	2490.82785
Sympk	5512.78185	5611.4977	8167.61385
Sync	4901.66665	4900.40365	7830.0319
Syncrip	1915.8153	1783.385	1903.1539
Syndig1	819.8775	842.1965	1396.18675
Syngap1	3914.4929	4423.75005	5449.5813
Syngap1	3914.4929	4423.75005	5449.5813
Syngr1	7237.0593	10004.2983	9493.64075
Syngr2	4845.47345	3683.2001	7036.9578
Syngr3	5947.28295	5682.4699	8479.28625
Syngr4	5233.41635	5113.3621	8111.1711
Synj1	3692.6867	3481.35875	4234.8745
Synj2	11049.4888	9735.3375	16496.5195
Synj2	11049.4888	9735.3375	16496.5195
Synj2bp	1428.2735	1444.73885	1720.70155
Synm	2515.7152	2367.27645	4938.80045
Synpo	37832.58305	33923.11885	50929.45025
Synpo2	8804.55045	8053.03395	10448.1412
Synpo2l	6092.9172	7017.0087	7181.42265
Synrg	6508.206	6625.7723	6828.2033
Sypl1	3300.7137	3077.5579	4088.46795
Syt11	3988.61235	3701.35205	4199.46275
Syt12	10269.47745	10027.12515	13178.827
Syt17	7449.00375	7654.62065	10324.2449
Syt5	1358.16775	1708.4743	1762.5254
Sytl1	1126.81645	1066.4523	1555.2152
Syvn1	10383.84425	12196.7261	14163.8619
Szrd1	2958.12285	2906.7224	3828.3348
Tab1	5545.2199	7062.3591	7356.6311
Tab2	9245.632	9175.00185	7803.28045
Tacc1	6107.21485	4829.91135	8492.9811
Tacc2	4640.24175	5075.5459	6075.39855
Tacc3	4593.47905	4565.67405	6126.4525
Taco1	1636.7824	1965.58295	1847.62175
Tada1	1197.8194	1268.01635	1550.7619
Tada2a	1622.7593	1774.6299	2061.50525
Tada2b	1918.4224	2216.178	2896.82915
Tada3	5916.04315	4760.69905	7256.3464
Taf1	1216.04145	1290.75895	1498.7919
Taf10	6317.3297	6782.71285	7232.46385
Taf11	4071.6108	4239.79615	5300.13175
Taf12	4924.8057	5259.67205	6158.44445
Taf13	3068.18305	3137.0607	3142.99955
Taf15	4505.80425	3415.92895	5494.4754
Taf1a	4693.63935	5345.4069	6672.61985
Taf1b	2632.09445	2027.0182	2893.9146
Taf1c	2315.13995	2260.9733	3151.4048
Taf1d	1317.9547	1457.62425	1191.24205
Taf2	2011.8702	1722.41625	2407.3685
Taf3	2638.20115	2616.8565	3003.5932
Taf5	4293.88965	4093.3865	4669.5576
Taf5l	2883.0789	3495.3746	4045.28805
Taf6	2927.72195	2991.84165	3543.62705
Taf6l	7079.1148	7290.90595	8538.27895
Taf7	1045.8422	1294.3125	1248.4444
Taf8	5743.789	4973.8382	7809.1068
Taf9	1809.85495	1840.46865	2194.6565
Taf9	1809.85495	1840.46865	2194.6565
Taf9b	930.9972	881.56285	1083.6872
Tagln	8140.4316	8053.07815	9761.251
Tagln2	4364.0891	4867.82765	6401.43335
Taldo1	7328.10515	7944.3934	10578.63265
Tamm41	2086.62535	2672.56985	3324.54235
Tanc2	1034.3472	1088.4583	1173.83315
Tango2	4119.4065	4087.47135	5654.3778
Tank	8495.1522	8581.6096	9091.35615
Tank	8495.1522	8581.6096	9091.35615
Taok2	10273.4295	10092.1836	12921.4365
Taok3	5663.573	5643.8559	8785.5118
Tap1	1080.68085	1055.98465	1636.4143
Tap2	437.5176	439.37	731.1309
Tapbp	3591.80715	3893.64065	4953.01535
Tapbpl	1975.7498	2010.87565	2778.14215
Tarbp2	3034.65365	3231.75345	4238.52165
Tardbp	2742.1801	2877.9024	3845.4368
Tars	1105.31005	1237.28485	1136.82165
Tars2	3036.20795	2578.54515	3534.4837
Tarsl2	2061.72125	2268.06825	1985.359
Tas1r1	6273.61925	5907.63505	8665.1965
Tatdn2	2897.49145	3177.53345	4189.4073
Tatdn3	3049.9119	4493.3146	4143.7595
Tax1bp1	6607.1266	6683.2208	6852.5096
Tax1bp3	4164.97495	4882.6744	5818.4279
Taz	4776.26005	4931.8183	5565.64975
Tbc1d10a	4339.91195	4889.6429	5003.10695
Tbc1d10b	12986.70585	13170.74565	16859.1113
Tbc1d10c	22011.68005	25867.304	32165.04685
Tbc1d14	3887.31165	3217.72735	5475.39955
Tbc1d14	3887.31165	3217.72735	5475.39955
Tbc1d17	6211.82155	6474.4274	9295.59905
Tbc1d19	6096.51185	6482.2121	5324.88035
Tbc1d2	2054.0865	2048.9818	3115.4531
Tbc1d20	2117.4123	2139.9269	3106.41715
Tbc1d22b	3446.04725	3771.01605	5234.0976
Tbc1d24	3950.4789	4698.6277	6154.03535
Tbc1d25	1121.77855	1090.46835	1371.7503
Tbc1d2b	2918.8113	2258.6634	4114.73535
Tbc1d31	4470.17825	3770.2634	5777.7148
Tbc1d5	1264.09945	1234.83125	1787.43445
Tbc1d7	8162.38395	8045.21165	11321.81895
