GENE_ID	locusLine	RASMC_H3K27AC_PDGF_24H_NEW	RASMC_H3K27AC_PDGF_24H_REP2	RASMC_H3K27AC_PDGF_2H_NEW	RASMC_H3K27AC_PDGF_2H_REP2	RASMC_H3K27AC_PDGF_JQ1_24H_NEW	RASMC_H3K27AC_PDGF_JQ1_24H_REP2	RASMC_H3K27AC_PDGF_JQ1_2H_NEW	RASMC_H3K27AC_PDGF_JQ1_2H_REP2	RASMC_H3K27AC_UNSTIM_NEW	RASMC_H3K27AC_UNSTIM_REP1	RASMC_WCE_PDGF_24H_NEW	RASMC_WCE_PDGF_24H_REP2	RASMC_WCE_PDGF_2H_NEW	RASMC_WCE_PDGF_2H_REP2	RASMC_WCE_PDGF_JQ1_24H_NEW	RASMC_WCE_PDGF_JQ1_24H_REP2	RASMC_WCE_PDGF_JQ1_2H_NEW	RASMC_WCE_PDGF_JQ1_2H_REP2	RASMC_WCE_UNSTIM_NEW	RASMC_WCE_UNSTIM_REP2
6_RASMC_H3K27AC_PDGF_24H_REP2_2453_lociStitched	chr10(.):13127420-13130129	0.5794	1.1266	0.6159	0.6783	0.7462	0.4792	0.6899	1.2955	0.6642	0.7327	0.1268	0.3099	0.1618	0.1352	0.1648	0.2223	0.1486	0.2843	0.1476	0.505
6_RASMC_H3K27AC_PDGF_24H_NEW_13092_lociStitched	chr18(.):19908881-19914623	0.6244	0.3601	0.8308	0.3456	1.2172	0.6743	1.3826	0.2827	0.6604	0.5224	0.1743	0.0399	0.173	0.1726	0.1958	0.1209	0.1999	0.1156	0.1612	0.0712
6_RASMC_H3K27AC_PDGF_24H_REP2_6150_lociStitched	chr14(.):100077062-100080268	0.309	0.5585	0.6936	0.5015	0.2585	0.378	0.6093	0.4258	0.3094	0.5062	0.1236	0.2798	0.1653	0.204	0.1221	0.1475	0.1475	0.325	0.1471	0.3134
6_RASMC_H3K27AC_UNSTIM_REP1_3210_lociStitched	chr12(.):36948720-36953511	0.7185	1.5112	1.1095	2.1994	1.8064	1.4877	1.5335	3.2664	0.6502	0.6886	0.1831	0.5208	0.2017	0.3593	0.2003	0.6362	0.1941	0.7171	0.1767	0.517
8_RASMC_H3K27AC_PDGF_24H_REP2_16401_lociStitched	chr7(.):120621611-120626802	0.4786	1.1239	0.3212	0.5415	0.7145	0.5956	0.3415	0.6706	0.4714	0.562	0.1541	0.6178	0.1444	0.1877	0.1792	0.4428	0.1471	0.3843	0.1461	0.4993
7_RASMC_H3K27AC_PDGF_24H_REP2_3532_lociStitched	chr10(.):90521697-90531902	1.2514	1.5251	0.6178	0.7306	0.6524	0.4103	0.7348	0.9387	1.4662	1.2378	0.2035	0.4934	0.1784	0.2058	0.1728	0.4039	0.1685	0.3967	0.2	0.7323
9_RASMC_H3K27AC_PDGF_24H_REP2_12556_lociStitched	chr4(.):85149671-85156032	0.9172	0.6937	1.3628	0.9819	2.1632	1.6147	1.9166	0.9675	0.7791	0.8099	0.1649	0.2117	0.1959	0.209	0.2092	0.37	0.2278	0.2502	0.1653	0.2185
7_RASMC_H3K27AC_PDGF_2H_REP2_21844_lociStitched	chr6(.):52512395-52519453	0.78	1.1015	0.6334	0.3302	0.7231	0.2674	0.6339	0.3843	0.8517	0.4191	0.1664	0.1818	0.1672	0.1668	0.147	0.3368	0.1834	0.3182	0.163	0.2458
6_RASMC_H3K27AC_PDGF_2H_NEW_27879_lociStitched	chr8(.):60082962-60087710	0.6581	0.9231	0.809	1.3241	0.7432	0.6083	0.7254	1.8206	0.7261	0.6974	0.2017	0.3591	0.1926	0.2472	0.1706	0.2564	0.2081	0.3755	0.1842	0.5165
14_RASMC_H3K27AC_PDGF_24H_REP2_8779_lociStitched	chr19(.):43296690-43319561	1.1611	1.7237	1.5473	2.032	1.6239	1.6047	2.3396	2.1264	1.5408	1.7855	0.1815	0.6246	0.202	0.2875	0.2004	0.5199	0.2115	0.5364	0.1814	0.6064
6_RASMC_H3K27AC_PDGF_24H_REP2_1367_lociStitched	chr1(.):192023642-192027751	0.7791	1.0378	1.3029	2.1585	0.946	0.9423	1.4713	3.0715	0.9916	0.9994	0.1887	0.3449	0.2223	0.2331	0.18	0.2867	0.2357	0.429	0.1841	0.5599
6_RASMC_H3K27AC_PDGF_24H_REP2_2868_lociStitched	chr10(.):48957214-48964007	1.3132	1.6781	1.0713	1.0022	1.5485	1.1034	0.9946	0.7039	1.1652	1.1974	0.2073	0.4117	0.2032	0.2059	0.1854	0.4405	0.185	0.3952	0.1806	0.5228
7_RASMC_H3K27AC_UNSTIM_REP1_3407_lociStitched	chr13(.):52970781-52978602	1.4376	1.6275	1.4267	1.173	2.2849	1.474	1.3866	1.3141	1.5534	1.2998	0.2092	0.6177	0.2034	0.2099	0.2247	0.5104	0.2145	0.4777	0.1905	0.6259
6_RASMC_H3K27AC_PDGF_24H_REP2_4156_lociStitched	chr11(.):66817276-66821080	0.6469	0.7467	0.9123	1.2189	0.9336	0.8259	0.9147	1.0781	0.8831	0.7622	0.2135	0.393	0.2194	0.2496	0.1884	0.2811	0.245	0.2335	0.2164	0.4446
6_RASMC_H3K27AC_PDGF_2H_NEW_5619_lociStitched	chr11(.):31559155-31562467	1.2293	1.8913	1.2681	1.8536	1.6826	1.507	1.3753	2.8264	1.3187	1.0556	0.1528	0.5933	0.1862	0.1446	0.2055	0.3702	0.2122	0.4901	0.1883	0.547
6_RASMC_H3K27AC_UNSTIM_NEW_6914_lociStitched	chr12(.):2067653-2071572	0.7513	1.382	0.6421	0.8829	0.7046	0.7181	0.6065	1.1623	0.781	1.0208	0.1868	0.794	0.1898	0.2411	0.1859	0.6075	0.2078	0.4878	0.1862	0.5908
13_RASMC_H3K27AC_PDGF_24H_REP2_1481_lociStitched	chr1(.):201333980-201362430	0.6733	0.7878	1.8174	1.1797	1.1058	0.9207	2.3428	1.2212	0.5313	0.2532	0.248	0.2767	0.3056	0.2052	0.2743	0.3468	0.3204	0.413	0.2328	0.2945
6_RASMC_H3K27AC_PDGF_2H_REP2_14515_lociStitched	chr2(.):205180328-205183800	0.4531	0.6568	1.0339	1.0426	0.55	0.7762	1.3617	0.9057	0.5875	0.7377	0.1477	0.4041	0.1971	0.2206	0.1661	0.358	0.1895	0.3499	0.1448	0.442
6_RASMC_H3K27AC_PDGF_24H_REP2_6344_lociStitched	chr15(.):12406761-12409089	0.6752	0.7914	0.898	2.0687	1.0192	0.9258	1.1467	2.5181	0.7891	0.6988	0.1817	0.3979	0.1858	0.1731	0.1781	0.2622	0.1858	0.2286	0.188	0.3686
6_RASMC_H3K27AC_PDGF_2H_NEW_24965_lociStitched	chr6(.):109202404-109206808	0.9936	1.2232	1.3752	1.9055	1.2873	1.0333	1.4569	2.4228	1.1353	0.9154	0.2124	0.2712	0.2125	0.2372	0.2287	0.3799	0.2381	0.369	0.2071	0.3295
6_RASMC_H3K27AC_PDGF_2H_NEW_3365_lociStitched	chr1(.):282167391-282173598	1.0005	1.3059	1.3277	2.6195	1.1046	1.1351	1.4097	3.6748	1.2715	1.508	0.203	0.4831	0.2	0.2692	0.2028	0.3678	0.2027	0.3755	0.2155	0.633
12_RASMC_H3K27AC_UNSTIM_REP1_1011_lociStitched	chr1(.):193049480-193066358	1.5423	1.4459	1.3784	0.7694	1.3778	0.8121	1.2466	0.6161	2.115	1.4823	0.2127	0.2633	0.2178	0.1899	0.2172	0.3086	0.2246	0.2813	0.2447	0.2987
6_RASMC_H3K27AC_UNSTIM_REP1_13044_lociStitched	chr8(.):69012272-69017039	1.255	2.2088	1.2392	1.7224	0.7687	0.7754	0.9907	2.2346	1.727	1.4243	0.2092	0.3523	0.2152	0.2023	0.1931	0.5361	0.2307	0.5333	0.2004	0.7648
6_RASMC_H3K27AC_PDGF_24H_REP2_234_lociStitched	chr1(.):42698501-42705403	0.774	0.454	1.489	0.589	1.6893	1.2042	1.7241	0.5619	0.5038	0.5644	0.1724	0.1752	0.1868	0.1537	0.1774	0.1514	0.1839	0.1688	0.1553	0.1651
6_RASMC_H3K27AC_PDGF_24H_REP2_7994_lociStitched	chr18(.):16436726-16440075	0.7187	0.8408	0.8227	0.9908	0.8016	0.762	0.7272	1.1222	0.7589	0.6716	0.2093	0.4395	0.1917	0.2036	0.1923	0.2179	0.2028	0.4903	0.1774	0.3335
6_RASMC_H3K27AC_PDGF_2H_REP2_15974_lociStitched	chr3(.):7163139-7166976	1.0288	1.392	0.6288	0.9769	0.6253	0.7061	0.651	1.0288	1.0794	1.1195	0.195	0.4741	0.2017	0.1868	0.2281	0.4097	0.2175	0.4125	0.2254	0.6364
7_RASMC_H3K27AC_PDGF_2H_NEW_686_lociStitched	chr1(.):77841796-77849475	0.9317	1.6269	1.2712	2.0464	1.4679	1.1804	1.4974	2.277	1.1192	1.0734	0.194	0.5955	0.1907	0.2453	0.2074	0.5437	0.2166	0.538	0.1991	0.6165
9_RASMC_H3K27AC_PDGF_2H_REP2_19890_lociStitched	chr5(.):76498379-76505918	0.6458	0.7599	0.9176	0.4963	1.6116	1.1714	1.4498	0.5092	0.7288	0.64	0.1767	0.1557	0.1785	0.152	0.2019	0.2749	0.1884	0.1763	0.1669	0.1237
11_RASMC_H3K27AC_PDGF_2H_REP2_22028_lociStitched	chr6(.):93124963-93138862	0.785	0.6453	1.5399	0.9074	0.8795	0.6348	1.6693	0.76	1.2059	0.7551	0.1676	0.235	0.205	0.2157	0.1777	0.2742	0.2083	0.3121	0.1909	0.305
10_RASMC_H3K27AC_PDGF_24H_REP2_13706_lociStitched	chr5(.):79953057-79965300	0.4403	0.0686	1.163	0.3071	0.5982	0.4009	1.1655	0.1586	0.5079	0.2142	0.1513	0.0538	0.191	0.1625	0.1664	0.0576	0.1975	0.0687	0.1493	0.0289
8_RASMC_H3K27AC_UNSTIM_NEW_16483_lociStitched	chr2(.):128483837-128493345	0.7345	0.8579	0.6082	0.3188	0.9196	0.5285	0.7102	0.3405	0.6913	0.3652	0.1474	0.3196	0.1518	0.1521	0.1646	0.3264	0.1744	0.2448	0.1615	0.2369
8_RASMC_H3K27AC_PDGF_2H_REP2_5002_lociStitched	chr10(.):93535594-93547447	1.0226	1.093	1.4516	0.8473	1.6104	1.1044	1.7979	1.0989	1.0863	0.6902	0.1768	0.616	0.2045	0.1754	0.2034	0.4397	0.2116	0.4559	0.1915	0.5221
7_RASMC_H3K27AC_PDGF_2H_REP2_1046_lociStitched	chr1(.):100976817-100982899	0.929	1.4728	1.1653	1.9242	1.0537	0.8872	1.3348	2.2969	1.1435	1.0852	0.2168	0.8775	0.2568	0.2677	0.2153	0.6331	0.2677	0.6802	0.2099	0.8906
8_RASMC_H3K27AC_PDGF_2H_REP2_24091_lociStitched	chr7(.):134790087-134802793	0.9983	1.2775	1.0652	1.2028	0.9519	0.8662	1.1626	1.4347	1.2674	1.1448	0.1869	0.3802	0.1761	0.188	0.1795	0.3356	0.1807	0.4245	0.1877	0.4852
9_RASMC_H3K27AC_PDGF_2H_REP2_26406_lociStitched	chr9(.):71009672-71017385	1.1966	1.0348	1.0156	0.5664	2.4806	1.6607	1.2532	0.548	1.0841	0.9253	0.2024	0.2665	0.1947	0.1845	0.2233	0.3177	0.2121	0.1955	0.1769	0.2665
6_RASMC_H3K27AC_PDGF_24H_NEW_18109_lociStitched	chr3(.):6457624-6463522	0.7191	1.5058	0.5379	0.8374	0.8707	0.8584	0.7403	0.9337	0.8051	1.133	0.2053	0.6979	0.227	0.2174	0.1922	0.5866	0.2119	0.5333	0.2271	0.5743
6_RASMC_H3K27AC_PDGF_2H_REP2_16590_lociStitched	chr3(.):81350452-81353229	0.2606	0.9246	0.5338	0.713	0.4957	1.2428	0.7273	1.1029	0.2271	0.6416	0.1399	0.2518	0.18	0.1863	0.1481	0.3716	0.191	0.4186	0.1405	0.2265
10_RASMC_H3K27AC_PDGF_2H_NEW_27050_lociStitched	chr7(.):137675854-137684213	0.9921	1.4204	1.1782	2.1207	1.1449	0.9093	1.1354	2.4029	1.2263	1.1451	0.1644	0.4172	0.1739	0.1908	0.1715	0.3327	0.1974	0.3241	0.1844	0.3763
6_RASMC_H3K27AC_PDGF_24H_REP2_9957_lociStitched	chr2(.):200511073-200514277	0.6035	0.9372	0.9183	1.5711	0.6873	0.4943	0.7452	2.0646	0.8285	0.8911	0.2192	0.4414	0.2114	0.2204	0.1776	0.5476	0.2233	0.5857	0.2062	0.6669
9_RASMC_H3K27AC_UNSTIM_REP1_5237_lociStitched	chr16(.):90049501-90054001	0.5115	0.9112	0.2757	0.2881	0.4136	0.3855	0.2392	0.2631	0.6776	0.9074	0.1072	0.2533	0.1154	0.1102	0.1094	0.1697	0.1079	0.1519	0.1198	0.3286
10_RASMC_H3K27AC_PDGF_2H_REP2_26263_lociStitched	chr9(.):47137568-47146543	1.1497	0.7484	1.1833	0.4825	0.8701	0.4436	0.9522	0.2602	1.432	0.8912	0.1904	0.0979	0.1764	0.1524	0.1801	0.1395	0.1777	0.161	0.1775	0.1422
8_RASMC_H3K27AC_UNSTIM_REP1_13898_lociStitched	chr9(.):97353267-97364765	0.8407	1.0833	0.6892	0.6439	0.7533	0.5549	0.7068	0.4808	1.1657	0.7765	0.1879	0.5465	0.1698	0.2205	0.1887	0.3693	0.1803	0.4148	0.1999	0.5503
8_RASMC_H3K27AC_PDGF_2H_REP2_26139_lociStitched	chr9(.):38454432-38462643	0.9125	0.7474	1.2075	1.1392	0.7695	0.5342	1.4758	1.0246	1.3002	0.9095	0.1476	0.4053	0.1756	0.1838	0.1459	0.4048	0.1786	0.378	0.172	0.3724
6_RASMC_H3K27AC_UNSTIM_REP1_4573_lociStitched	chr15(.):46894341-46898261	0.4264	0.2406	0.4999	0.2716	0.2198	0.1348	0.3514	0.2167	0.6311	0.5939	0.072	0.0505	0.0894	0.078	0.0748	0.0958	0.0906	0.0934	0.0746	0.1059
6_RASMC_H3K27AC_UNSTIM_NEW_19637_lociStitched	chr3(.):60673872-60678721	0.4377	0.3362	0.363	0.293	0.4833	0.2503	0.5322	0.2197	0.6486	0.3164	0.1848	0.1152	0.1896	0.1696	0.1812	0.2081	0.2003	0.1635	0.1955	0.1691
6_RASMC_H3K27AC_PDGF_24H_REP2_14136_lociStitched	chr5(.):147950220-147955427	0.9846	1.4873	1.1509	2.1115	0.9513	0.7611	1.1825	2.3013	1.306	1.0152	0.2046	0.43	0.2126	0.2181	0.1966	0.4174	0.2264	0.4759	0.2033	0.5274
15_RASMC_H3K27AC_PDGF_24H_REP2_12505_lociStitched	chr4(.):82125779-82150813	1.6839	2.2067	1.5325	2.0004	1.6705	1.502	1.2598	2.1323	1.8261	1.5846	0.1691	0.6016	0.1829	0.2212	0.1645	0.4138	0.1782	0.4525	0.1738	0.5602
6_RASMC_H3K27AC_UNSTIM_REP1_6792_lociStitched	chr2(.):45156874-45162346	1.2121	1.1642	0.9437	0.8358	0.8274	0.659	0.8076	0.5542	1.4206	0.8571	0.1664	0.3099	0.1662	0.181	0.1418	0.2215	0.172	0.2855	0.1693	0.3003
6_RASMC_H3K27AC_PDGF_2H_REP2_25923_lociStitched	chr9(.):10767330-10771859	1.1714	1.5255	1.6026	1.9621	1.284	1.2794	1.5254	2.4045	1.3206	1.4256	0.2083	0.7063	0.2385	0.2706	0.23	0.5235	0.2354	0.658	0.2106	0.8521
6_RASMC_H3K27AC_UNSTIM_NEW_14310_lociStitched	chr18(.):71878949-71884887	1.3321	2.2844	1.2386	2.3756	0.9446	0.8836	0.8953	2.7263	1.6207	1.3698	0.1944	0.809	0.2283	0.2234	0.1813	0.4711	0.1946	0.5809	0.2128	0.7603
11_RASMC_H3K27AC_UNSTIM_REP1_1646_lociStitched	chr1(.):276529903-276539024	0.5439	1.174	0.7342	0.8242	0.4033	0.5556	0.8486	0.7737	0.733	1.0079	0.1687	0.314	0.1846	0.2177	0.15	0.2982	0.1892	0.3725	0.1782	0.2646
7_RASMC_H3K27AC_PDGF_24H_REP2_10095_lociStitched	chr2(.):225003555-225010018	1.3054	2.0396	1.9306	3.3859	1.2464	1.0176	1.9366	3.2209	1.5649	1.4195	0.1977	0.6258	0.2321	0.2301	0.1904	0.3963	0.2633	0.5607	0.2347	0.7027
6_RASMC_H3K27AC_PDGF_24H_REP2_9305_lociStitched	chr2(.):53808528-53812219	0.9772	0.9049	1.403	1.6488	1.3312	0.9987	1.5016	2.5674	1.2898	0.7869	0.1943	0.4297	0.1993	0.1714	0.1813	0.1772	0.2128	0.1465	0.1897	0.2557
6_RASMC_H3K27AC_PDGF_24H_REP2_8534_lociStitched	chr19(.):14503810-14506508	0.5405	0.9331	0.7308	1.099	0.6514	0.687	0.5547	0.7339	0.5494	0.7212	0.1018	0.4642	0.0976	0.1971	0.1089	0.4818	0.1065	0.3137	0.0991	0.3608
13_RASMC_H3K27AC_PDGF_2H_REP2_25017_lociStitched	chr8(.):67205728-67219252	1.3238	1.4876	1.1289	0.8002	1.1407	0.7903	0.8289	0.7169	1.7711	1.8746	0.1934	0.3059	0.1656	0.1559	0.1915	0.2816	0.1848	0.3327	0.1857	0.3517
6_RASMC_H3K27AC_UNSTIM_REP1_13143_lociStitched	chr8(.):85052553-85056780	1.5297	1.804	1.8517	1.9704	1.5302	1.459	2.0219	1.8972	1.8659	1.8578	0.1781	0.5503	0.1953	0.2269	0.2147	0.3789	0.2411	0.4349	0.199	0.5395
9_RASMC_H3K27AC_PDGF_24H_NEW_6291_lociStitched	chr11(.):69608629-69618916	0.7348	0.5695	1.008	0.659	1.0803	0.6864	1.308	0.465	1.0797	1.0944	0.1529	0.2674	0.1518	0.1637	0.1779	0.2733	0.2017	0.2653	0.173	0.2983
6_RASMC_H3K27AC_UNSTIM_REP1_9187_lociStitched	chr4(.):593195-597108	0.7413	0.9475	0.9092	1.3246	0.9597	0.6206	1.0178	2.1313	0.9479	0.643	0.1204	0.275	0.1186	0.1159	0.0948	0.2069	0.1284	0.1629	0.1125	0.1755
6_RASMC_H3K27AC_PDGF_24H_REP2_1422_lociStitched	chr1(.):198624240-198629296	0.4348	0.5307	0.589	0.3078	0.4209	0.2267	0.5658	0.2585	0.9553	0.92	0.222	0.2851	0.2234	0.1363	0.2049	0.2363	0.2492	0.1793	0.2627	0.3156
6_RASMC_H3K27AC_UNSTIM_REP1_11001_lociStitched	chr6(.):2311966-2318982	1.0506	2.3212	1.1043	2.8239	1.9783	2.1242	1.1218	3.6616	0.87	0.9425	0.1686	0.8336	0.1922	0.2066	0.1936	0.579	0.1805	0.6309	0.1771	0.6836
8_RASMC_H3K27AC_UNSTIM_NEW_27599_lociStitched	chr7(.):31850829-31860827	0.5104	0.4325	0.6546	0.3225	0.5863	0.4212	0.7846	0.3191	0.5359	0.2848	0.1823	0.2491	0.1889	0.1787	0.1502	0.1694	0.1787	0.1562	0.165	0.1626
6_RASMC_H3K27AC_PDGF_24H_NEW_28324_lociStitched	chr8(.):49208071-49212395	1.2444	0.998	1.1426	0.5489	1.4362	1.0986	1.3307	0.4457	1.131	0.8031	0.2249	0.3201	0.2251	0.2319	0.2212	0.4016	0.2335	0.3443	0.2169	0.3897
6_RASMC_H3K27AC_PDGF_2H_NEW_12330_lociStitched	chr17(.):72207684-72211567	0.804	1.4151	1.1025	1.8481	0.8475	0.8153	1.213	2.0957	1.1073	0.7719	0.1858	0.4639	0.2171	0.2033	0.1743	0.2677	0.2062	0.4414	0.2014	0.3575
6_RASMC_H3K27AC_PDGF_2H_REP2_291_lociStitched	chr1(.):41851537-41856099	1.6476	0.9997	0.9144	0.5685	2.2063	1.4417	0.8705	0.8289	1.4677	1.4571	0.2174	0.2515	0.1827	0.1749	0.2234	0.228	0.1963	0.2784	0.2186	0.2716
6_RASMC_H3K27AC_PDGF_24H_REP2_2953_lociStitched	chr10(.):56625801-56631089	0.9276	1.3018	1.7127	2.4417	0.8321	0.9612	1.9729	2.4081	1.0786	1.2354	0.1924	0.7658	0.2444	0.2937	0.207	0.4426	0.2075	0.5229	0.2255	0.5658
6_RASMC_H3K27AC_PDGF_24H_REP2_5722_lociStitched	chr14(.):9424580-9427704	0.4485	0.4371	0.7231	1.2575	0.948	1.0899	0.702	1.2347	0.5084	0.9541	0.1497	0.0678	0.1557	0.2439	0.1832	0.3366	0.1918	0.3189	0.175	0.3385
6_RASMC_H3K27AC_PDGF_2H_NEW_29876_lociStitched	chr9(.):94850602-94854046	0.8462	1.6945	0.7974	1.7507	0.6252	1.1834	0.9198	1.323	0.5478	1.1042	0.2136	0.2326	0.226	0.3167	0.1751	0.4263	0.2039	0.3397	0.1573	0.4953
15_RASMC_H3K27AC_PDGF_2H_REP2_21936_lociStitched	chr6(.):75353010-75365189	0.4645	0.7811	1.066	0.9161	0.5765	0.769	0.9111	0.6082	0.7961	1.4056	0.1482	0.179	0.1768	0.2216	0.149	0.2354	0.1764	0.2922	0.1624	0.2612
6_RASMC_H3K27AC_PDGF_2H_REP2_2118_lociStitched	chr1(.):204737108-204742526	0.9197	0.9624	0.6676	0.5511	0.9318	0.5185	0.6885	0.6558	0.8504	0.5283	0.285	0.4851	0.3153	0.1673	0.2571	0.2742	0.2944	0.3964	0.28	0.348
6_RASMC_H3K27AC_PDGF_2H_REP2_2206_lociStitched	chr1(.):213745891-213756154	1.7997	0.9948	1.5556	0.8691	1.833	0.7223	1.2818	0.8569	1.7414	0.734	0.3621	0.3137	0.3684	0.1735	0.3576	0.3887	0.3453	0.3326	0.352	0.3833
16_RASMC_H3K27AC_PDGF_2H_REP2_10641_lociStitched	chr16(.):83503172-83526042	1.008	0.8619	1.3451	1.1238	1.3885	0.6552	1.7237	1.269	1.2688	0.6676	0.171	0.3906	0.1848	0.2019	0.1846	0.3159	0.2014	0.4036	0.1795	0.404
6_RASMC_H3K27AC_UNSTIM_REP1_7900_lociStitched	chr20(.):4574029-4578979	1.3912	2.1351	1.607	2.9048	1.5021	1.1892	1.6924	4.0336	1.643	1.3195	0.1862	0.8709	0.2307	0.2005	0.1754	0.5566	0.2062	0.652	0.1963	0.92
8_RASMC_H3K27AC_UNSTIM_NEW_23391_lociStitched	chr5(.):19555100-19566220	1.0486	0.652	0.8668	0.6774	1.6936	0.9621	1.1555	0.9334	0.6998	0.4099	0.1805	0.1628	0.1731	0.161	0.1749	0.1611	0.1865	0.1852	0.1685	0.1628
8_RASMC_H3K27AC_UNSTIM_REP1_6204_lociStitched	chr18(.):74452257-74456282	0.4245	0.82	0.6799	0.6309	0.8495	1.1481	0.8325	0.449	0.3376	0.9764	0.1945	0.1466	0.1725	0.1896	0.1838	0.2952	0.1702	0.2604	0.1556	0.2404
6_RASMC_H3K27AC_PDGF_24H_NEW_5254_lociStitched	chr10(.):92015268-92020571	0.6678	0.7723	0.7789	1.4485	0.6494	0.6179	0.6636	1.269	0.6195	0.6574	0.1819	0.1775	0.1779	0.2505	0.2064	0.3304	0.1914	0.243	0.1843	0.2641
10_RASMC_H3K27AC_PDGF_2H_REP2_4410_lociStitched	chr10(.):69380966-69402273	0.9283	0.6116	0.8471	0.3635	0.8375	0.461	0.6141	0.2259	0.8906	0.4299	0.1905	0.2533	0.1658	0.1438	0.175	0.2082	0.164	0.2248	0.1691	0.171
11_RASMC_H3K27AC_PDGF_24H_REP2_2673_lociStitched	chr10(.):38444068-38453299	0.6785	1.0302	0.8953	0.7366	0.5646	0.3932	0.9564	1.1187	0.6807	0.6441	0.1673	0.4249	0.1656	0.1851	0.1522	0.3357	0.1906	0.4358	0.1521	0.5027
6_RASMC_H3K27AC_PDGF_24H_NEW_2785_lociStitched	chr1(.):222464338-222470357	0.8011	0.7655	1.0276	1.0666	0.8564	0.5861	0.9883	1.2922	0.8746	0.4955	0.3431	0.5241	0.4077	0.2533	0.3657	0.4319	0.391	0.4496	0.3386	0.43
6_RASMC_H3K27AC_PDGF_24H_REP2_4029_lociStitched	chr11(.):47025957-47029001	0.8872	1.2622	0.7951	1.2092	1.2234	0.8798	1.0426	1.7285	0.9235	1.1013	0.2055	0.3237	0.2001	0.2492	0.2066	0.3788	0.2071	0.3443	0.2228	0.5173
9_RASMC_H3K27AC_PDGF_2H_REP2_14450_lociStitched	chr2(.):200227142-200241385	1.2209	1.2542	1.4094	0.8228	1.17	0.8727	1.533	0.8302	1.1119	0.7586	0.1874	0.2907	0.1898	0.2081	0.1786	0.2703	0.2045	0.3183	0.1978	0.2823
7_RASMC_H3K27AC_PDGF_2H_REP2_24630_lociStitched	chr8(.):36408750-36412548	0.8249	1.0483	1.483	2.3175	0.8555	0.7613	1.3713	2.3823	1.0846	1.0141	0.1847	0.3404	0.2499	0.2744	0.2005	0.5175	0.2814	0.3407	0.1795	0.4893
6_RASMC_H3K27AC_UNSTIM_REP1_12113_lociStitched	chr7(.):66800405-66805535	1.3304	1.6368	1.7433	2.7453	1.4895	1.2479	1.5971	2.7021	1.5986	1.4464	0.1772	0.4749	0.1949	0.2756	0.1957	0.3869	0.2241	0.4101	0.1794	0.4438
10_RASMC_H3K27AC_PDGF_2H_NEW_22871_lociStitched	chr5(.):135983723-135997940	1.3497	1.6535	2.0	2.2156	1.6971	1.3685	2.1317	2.2451	1.6751	1.5065	0.2008	0.6521	0.2275	0.2361	0.1988	0.5101	0.2365	0.5471	0.2053	0.5466
7_RASMC_H3K27AC_PDGF_24H_REP2_14262_lociStitched	chr5(.):154483773-154496513	1.5445	1.7775	1.6958	1.9004	1.2155	1.0827	1.3695	1.5277	1.8231	1.4366	0.1688	0.5639	0.1898	0.2141	0.1788	0.406	0.1728	0.4232	0.1828	0.5137
6_RASMC_H3K27AC_UNSTIM_REP1_1912_lociStitched	chr10(.):45796960-45800437	0.7263	1.1652	0.8888	1.5461	0.7201	0.7913	0.7333	1.8722	0.9585	0.9799	0.198	0.2947	0.2364	0.1801	0.1993	0.4394	0.1928	0.3938	0.2017	0.4474
9_RASMC_H3K27AC_PDGF_24H_REP2_1340_lociStitched	chr1(.):188136108-188149683	1.1269	1.172	1.4257	1.4428	1.5712	0.8777	2.1095	2.1072	1.1657	0.5564	0.2425	0.354	0.2804	0.1776	0.2634	0.311	0.2816	0.3573	0.2275	0.4899
6_RASMC_H3K27AC_UNSTIM_REP1_7521_lociStitched	chr2(.):199855819-199859097	0.9829	1.5941	0.9115	1.1413	1.2055	0.8304	0.9044	1.3579	1.0193	0.8974	0.2029	0.5701	0.2256	0.1928	0.195	0.5005	0.2574	0.5521	0.2154	0.4175
7_RASMC_H3K27AC_PDGF_2H_REP2_5016_lociStitched	chr10(.):94455842-94462533	1.1074	1.5726	0.8039	1.614	0.7946	0.7178	0.6441	1.5835	1.0966	1.0798	0.1972	0.8166	0.2231	0.2371	0.1763	0.4129	0.1869	0.5247	0.1806	0.7815
10_RASMC_H3K27AC_PDGF_2H_REP2_23520_lociStitched	chr7(.):94373145-94381400	0.5997	0.9811	0.5741	1.0502	0.9941	0.754	0.6524	1.3135	0.7974	1.0514	0.1624	0.2874	0.1717	0.2201	0.1846	0.2267	0.1633	0.2845	0.1615	0.3665
6_RASMC_H3K27AC_UNSTIM_REP1_3684_lociStitched	chr13(.):90115215-90119652	1.115	1.2252	1.284	1.1922	1.5387	1.2737	1.4557	1.0169	1.1427	1.218	0.1821	0.3012	0.168	0.2018	0.2083	0.2149	0.1878	0.3554	0.1852	0.4018
6_RASMC_H3K27AC_PDGF_24H_REP2_244_lociStitched	chr1(.):46079208-46082609	1.0538	1.071	1.2626	0.9139	1.2438	0.9918	1.1924	1.2679	1.2935	0.9328	0.1877	0.411	0.2213	0.225	0.2041	0.352	0.2163	0.3271	0.2239	0.5676
6_RASMC_H3K27AC_PDGF_24H_NEW_6922_lociStitched	chr12(.):14240114-14246182	0.8233	1.3006	0.7057	1.4431	0.7385	0.559	0.7119	1.7491	0.8949	0.9408	0.1561	0.583	0.1731	0.2264	0.1614	0.31	0.152	0.5378	0.1753	0.4324
