GENE_ID	locusLine	RASMC_H3K27AC_PDGF_24H_NEW	RASMC_H3K27AC_PDGF_24H_REP2	RASMC_H3K27AC_PDGF_2H_NEW	RASMC_H3K27AC_PDGF_2H_REP2	RASMC_H3K27AC_PDGF_JQ1_24H_NEW	RASMC_H3K27AC_PDGF_JQ1_24H_REP2	RASMC_H3K27AC_PDGF_JQ1_2H_NEW	RASMC_H3K27AC_PDGF_JQ1_2H_REP2	RASMC_H3K27AC_UNSTIM_NEW	RASMC_H3K27AC_UNSTIM_REP1	RASMC_WCE_PDGF_24H_NEW	RASMC_WCE_PDGF_24H_REP2	RASMC_WCE_PDGF_2H_NEW	RASMC_WCE_PDGF_2H_REP2	RASMC_WCE_PDGF_JQ1_24H_NEW	RASMC_WCE_PDGF_JQ1_24H_REP2	RASMC_WCE_PDGF_JQ1_2H_NEW	RASMC_WCE_PDGF_JQ1_2H_REP2	RASMC_WCE_UNSTIM_NEW	RASMC_WCE_UNSTIM_REP2
RASMC_H3K27AC_UNSTIM_REP1_8682	chr3(.):107757165-107763320	1.4534	1.8528	1.7699	2.2013	1.7517	1.2638	1.5886	3.2006	1.5593	1.3908	0.2095	0.8249	0.2329	0.2234	0.1964	0.56	0.2269	0.5751	0.1979	0.8257
RASMC_H3K27AC_UNSTIM_REP1_2145	chr10(.):67880342-67882832	2.2633	2.7231	3.7687	3.527	3.2111	2.7458	4.0596	3.4346	3.1888	2.2795	0.2591	0.6254	0.2482	0.2443	0.2018	0.7895	0.3006	0.4197	0.2092	0.6206
RASMC_H3K27AC_UNSTIM_REP1_5855	chr18(.):14665630-14667081	0.6449	0.3501	0.227	0.0965	0.8229	0.4729	0.1782	0.1677	0.7157	1.1177	0.2049	0.1432	0.1582	0.154	0.1776	0.2567	0.1709	0.1234	0.2117	0.1808
RASMC_H3K27AC_UNSTIM_REP1_6344	chr19(.):33884397-33885184	0.6347	0.7191	0.4513	0.4228	1.0208	0.4543	0.7667	0.3455	0.4272	0.7871	0.1724	0.1835	0.1157	0.1329	0.1841	0.0257	0.2139	0.2134	0.1631	0.1154
RASMC_H3K27AC_UNSTIM_REP1_10762	chr5(.):140658658-140659981	0.463	0.5604	0.6586	0.6766	0.2007	0.3524	0.7277	0.3477	0.4738	0.8531	0.1803	0.1597	0.1925	0.2153	0.187	0.1482	0.1326	0.2158	0.1754	0.0309
RASMC_H3K27AC_UNSTIM_REP1_10236	chr5(.):36554516-36556252	1.1672	1.5443	1.6066	2.3049	1.1936	1.0667	1.3233	3.1571	1.3375	1.4179	0.217	0.3604	0.2277	0.2456	0.1985	0.5757	0.2547	0.6259	0.2035	0.7346
RASMC_H3K27AC_UNSTIM_REP1_6712	chr2(.):31981298-31982732	0.46	0.2519	1.0684	0.6801	0.9849	1.3349	1.2513	0.7293	0.7832	0.9907	0.1703	0.0915	0.2188	0.1992	0.1981	0.1237	0.2349	0.1645	0.1687	0.2008
RASMC_H3K27AC_UNSTIM_REP1_1664	chr1(.):279005502-279006137	0.7688	0.1578	1.6224	0.4521	0.9552	0.6219	1.1604	0.1331	0.7471	0.8971	0.1805	0.0662	0.245	0.3779	0.1687	0.1898	0.1938	0.1383	0.1491	0.0356
RASMC_H3K27AC_UNSTIM_REP1_6238	chr19(.):2391780-2397716	1.0331	1.9917	0.7737	1.8669	1.6728	1.6266	0.8595	2.8176	1.0338	1.7427	0.1915	0.6308	0.1885	0.2712	0.2075	0.4102	0.1823	0.4694	0.1847	0.6703
RASMC_H3K27AC_UNSTIM_REP1_13742	chr9(.):79235246-79236171	0.3103	0.1186	0.4235	0.1759	1.1342	1.1162	0.4797	0.1537	0.3737	0.7638	0.1758	0.0851	0.1501	0.1032	0.2035	0.218	0.1482	0.1167	0.1494	0.1069
RASMC_H3K27AC_UNSTIM_REP1_4947	chr16(.):40487274-40487825	0.307	0.8425	0.1691	0.0774	1.0161	0.5765	0.328	0.234	0.3814	0.7756	0.1692	0.007	0.1494	0.0581	0.1383	0.0458	0.1393	0.0272	0.2241	0.2205
RASMC_H3K27AC_UNSTIM_REP1_10375	chr5(.):76514898-76517034	1.6701	1.9085	1.4514	1.4487	2.0433	0.8446	2.7254	1.5842	2.5005	1.2259	0.2014	0.7212	0.202	0.2524	0.2164	0.546	0.2383	0.7129	0.209	0.4897
RASMC_H3K27AC_UNSTIM_REP1_198	chr1(.):35244384-35244959	2.0561	1.685	0.9983	0.1826	2.047	0.2674	1.0638	0.115	1.8276	0.9134	0.2528	0.2716	0.1962	0.0412	0.1632	0.1476	0.2296	0.2061	0.1574	0.2436
RASMC_H3K27AC_UNSTIM_REP1_12917	chr8(.):55494850-55495742	1.9839	0.4012	1.1061	0.1447	1.5687	0.8122	0.9277	0.04	1.7934	0.7689	0.2365	0.0764	0.2078	0.0909	0.1826	0.0055	0.1867	0.1309	0.1796	0.0085
RASMC_H3K27AC_UNSTIM_REP1_4986	chr16(.):48586331-48587710	1.0882	2.0021	0.6058	0.5915	1.8523	1.6125	0.7524	0.1871	0.9563	1.364	0.2065	0.5085	0.2307	0.2078	0.275	0.3535	0.2187	0.4475	0.1746	0.3407
RASMC_H3K27AC_UNSTIM_REP1_7283	chr2(.):151218988-151219626	0.2742	0.0	0.554	0.1114	1.0617	0.5225	0.754	0.1268	0.6531	0.9664	0.1899	0.1156	0.2047	0.1626	0.1713	0.0125	0.2076	0.0139	0.1747	0.0291
RASMC_H3K27AC_UNSTIM_REP1_7812	chr2(.):251840277-251842036	0.4681	0.279	0.4774	0.4387	0.4432	0.2326	0.3842	0.0947	1.2761	0.8876	0.1778	0.4121	0.2047	0.2046	0.1562	0.3783	0.198	0.2515	0.2323	0.1023
RASMC_H3K27AC_UNSTIM_REP1_2479	chr10(.):109332318-109333932	1.3461	2.1982	2.5067	3.4077	1.0677	1.283	2.7102	4.2258	1.8037	2.0303	0.2224	1.1035	0.2418	0.3242	0.1951	0.6944	0.3086	0.6798	0.2582	0.9895
RASMC_H3K27AC_UNSTIM_REP1_6136	chr18(.):61425821-61426799	0.1277	0.2941	0.432	0.5943	0.3357	0.6141	0.3055	0.3883	0.3222	0.7975	0.0972	0.2289	0.1133	0.0816	0.1451	0.2317	0.1087	0.1725	0.1052	0.3052
RASMC_H3K27AC_UNSTIM_REP1_1387	chr1(.):242944257-242945040	0.4503	0.1896	0.3849	0.4434	0.2185	0.1517	0.354	0.4713	0.6226	0.6926	0.2582	0.2136	0.2577	0.1254	0.1884	0.116	0.1861	0.1068	0.2752	0.0902
RASMC_H3K27AC_UNSTIM_REP1_8061	chr20(.):29443966-29445526	1.2533	1.691	0.9863	0.978	0.9394	1.0662	0.772	1.0018	1.3016	1.5145	0.2056	0.4505	0.3104	0.2294	0.2763	0.4306	0.2515	0.5095	0.2686	0.4889
RASMC_H3K27AC_UNSTIM_REP1_6830	chr2(.):55609659-55610333	0.855	0.2035	0.9923	0.2666	1.7963	1.4313	1.0886	0.2747	1.0694	1.0023	0.1956	0.0983	0.2023	0.0861	0.1651	0.0189	0.1409	0.2097	0.1667	0.0476
RASMC_H3K27AC_UNSTIM_REP1_5412	chr17(.):26478460-26480029	1.0095	1.4447	1.3561	2.1952	1.1592	1.2469	1.6812	2.8403	1.1147	1.2054	0.2259	0.954	0.2344	0.2965	0.2027	0.3993	0.2875	0.5171	0.1777	0.4437
RASMC_H3K27AC_UNSTIM_REP1_3089	chr12(.):11190877-11192745	1.3564	2.1705	1.6665	2.1716	1.7598	1.795	1.8966	2.8132	1.7007	1.763	0.2008	0.6167	0.2204	0.2373	0.2858	0.481	0.2888	0.6987	0.2015	0.7776
RASMC_H3K27AC_UNSTIM_REP1_5965	chr18(.):37813222-37820725	2.4323	1.5832	3.3536	1.9953	3.7892	2.4609	4.512	2.7536	2.6656	1.8462	0.1902	0.2032	0.2376	0.2887	0.2295	0.2547	0.2279	0.2851	0.1879	0.2902
RASMC_H3K27AC_UNSTIM_REP1_6306	chr19(.):25853127-25860184	2.4727	3.9392	2.0621	2.5561	2.4106	1.6856	1.8852	2.6647	2.8128	2.7677	0.1946	1.101	0.2157	0.2821	0.2016	0.6831	0.2299	0.6874	0.2003	1.3272
RASMC_H3K27AC_UNSTIM_REP1_5363	chr17(.):21939471-21942290	0.9978	0.5662	0.2378	0.0877	0.7232	0.318	0.296	0.0594	1.1036	1.0754	0.2032	0.1205	0.1439	0.122	0.1655	0.1186	0.1592	0.0885	0.2085	0.0845
RASMC_H3K27AC_UNSTIM_REP1_2291	chr10(.):83854959-83857075	1.32	1.5923	1.8013	2.4975	1.5387	1.478	2.021	1.9464	1.8294	1.7178	0.2506	0.4825	0.2548	0.2709	0.2266	0.6606	0.3258	0.4643	0.2439	0.7178
RASMC_H3K27AC_UNSTIM_REP1_12832	chr8(.):36410599-36411722	1.537	1.9739	2.9887	4.2516	1.5773	1.1889	2.7014	5.1839	1.9465	1.6935	0.2036	0.4168	0.3114	0.3528	0.2279	0.6057	0.2978	0.4911	0.175	0.5761
RASMC_H3K27AC_UNSTIM_REP1_133	chr1(.):22038928-22039449	0.3546	0.2781	0.3295	0.0731	0.3702	0.2598	0.2224	0.2524	0.6618	0.8576	0.1662	0.0226	0.2027	0.1506	0.1362	0.0846	0.1551	0.0871	0.1459	0.2309
RASMC_H3K27AC_UNSTIM_REP1_13910	chr9(.):97650687-97652012	0.4995	0.8171	0.322	0.1245	0.1289	0.2486	0.1443	0.1071	1.1076	0.9424	0.1046	0.2297	0.1158	0.0873	0.1187	0.0986	0.0986	0.1873	0.1429	0.2723
RASMC_H3K27AC_UNSTIM_REP1_386	chr1(.):82572642-82583498	2.8454	3.0321	3.9977	4.8422	3.1658	2.3279	5.6702	5.4767	3.2225	2.295	0.2024	0.6242	0.2273	0.2759	0.2243	0.4576	0.243	0.7795	0.2039	0.8098
RASMC_H3K27AC_UNSTIM_REP1_1879	chr10(.):39192615-39193866	2.6249	3.2511	2.7119	3.633	2.9742	2.3163	2.3132	4.3561	2.6114	1.5415	0.2034	0.7489	0.2039	0.2008	0.2108	0.4502	0.237	0.5975	0.2271	0.5968
RASMC_H3K27AC_UNSTIM_REP1_13485	chr9(.):27379884-27380874	0.7429	0.4077	0.4014	0.1009	0.6374	0.4904	0.424	0.114	0.6278	0.8665	0.1045	0.0815	0.0788	0.1141	0.1124	0.0983	0.1007	0.1001	0.1185	0.0705
RASMC_H3K27AC_UNSTIM_REP1_5779	chr17(.):87320533-87322890	0.191	0.3129	0.1095	0.0572	0.1989	0.218	0.0923	0.045	0.3743	1.0088	0.1312	0.0663	0.0905	0.077	0.1112	0.0862	0.1368	0.0535	0.1444	0.0386
RASMC_H3K27AC_UNSTIM_REP1_775	chr1(.):159140260-159140760	0.2361	0.2304	0.062	0.0355	0.0649	0.0418	0.0318	0.0078	0.468	0.7495	0.187	0.0697	0.0503	0.0829	0.0831	0.0	0.0391	0.2189	0.1461	0.0124
RASMC_H3K27AC_UNSTIM_REP1_6393	chr19(.):41797276-41799329	1.2336	2.6039	1.3149	2.6185	0.8833	0.8418	0.9999	2.5181	1.4794	1.6529	0.2209	0.9774	0.2309	0.302	0.2177	0.6501	0.2634	0.8122	0.2339	0.8515
RASMC_H3K27AC_UNSTIM_REP1_14278	chrX(.):159125685-159127427	0.3857	0.4472	0.3357	0.3225	0.9324	0.6271	0.4596	0.303	0.5491	0.8551	0.0998	0.0423	0.0877	0.122	0.1166	0.0668	0.0756	0.2474	0.0792	0.0836
RASMC_H3K27AC_UNSTIM_REP1_9137	chr3(.):164300459-164302484	1.2097	1.522	1.5485	0.771	1.0493	0.431	1.0895	0.8908	1.4362	0.95	0.2444	0.5986	0.2056	0.1713	0.2144	0.3022	0.1842	0.4279	0.227	0.7615
RASMC_H3K27AC_UNSTIM_REP1_11041	chr6(.):7473504-7474144	0.4425	0.3293	0.5117	0.2883	1.4714	1.2052	0.7054	0.26	0.5788	0.7839	0.1724	0.0119	0.1669	0.1269	0.2741	0.0471	0.228	0.0209	0.1961	0.019
RASMC_H3K27AC_UNSTIM_REP1_11733	chr6(.):130771711-130772449	0.8994	0.2758	1.5586	0.3448	0.763	0.3598	1.5183	0.2162	0.8262	0.8842	0.1867	0.0262	0.2136	0.1311	0.2121	0.1214	0.2597	0.0894	0.2094	0.1106
RASMC_H3K27AC_UNSTIM_REP1_9800	chr4(.):143427853-143428664	0.1338	0.0946	0.4017	0.3491	0.165	0.4285	0.4755	0.1605	0.277	0.7522	0.0694	0.0099	0.0888	0.12	0.0662	0.0	0.1301	0.0649	0.0983	0.0305
RASMC_H3K27AC_UNSTIM_REP1_8357	chr3(.):36562451-36565710	0.1503	0.2402	0.0877	0.1213	0.1499	0.2178	0.0926	0.1548	0.4096	1.3056	0.1386	0.077	0.1091	0.0973	0.1895	0.1042	0.1462	0.1415	0.1392	0.2725
RASMC_H3K27AC_UNSTIM_REP1_10547	chr5(.):113592133-113593859	0.8881	0.9489	1.5007	1.4927	1.407	1.3653	1.6846	1.0842	1.1274	1.3559	0.2078	0.4933	0.2527	0.2173	0.2223	0.6212	0.2458	0.4148	0.262	0.554
RASMC_H3K27AC_UNSTIM_REP1_13566	chr9(.):46892886-46894580	0.3705	1.2281	0.6661	1.0481	0.8481	1.3099	1.1744	0.8223	0.2934	1.0944	0.2042	0.1735	0.2495	0.324	0.2553	0.4351	0.2872	0.3991	0.1786	0.1645
RASMC_H3K27AC_UNSTIM_REP1_5932	chr18(.):31311421-31313680	0.7577	1.1815	1.2433	2.0197	1.5977	2.1173	1.3095	2.5087	0.6122	1.5657	0.1736	0.3336	0.187	0.2196	0.1842	0.5111	0.1906	0.413	0.1446	0.4229
RASMC_H3K27AC_UNSTIM_REP1_3603	chr13(.):86231183-86232255	0.4741	0.6221	0.7314	0.4197	1.2375	0.7664	0.8902	0.3949	0.6139	0.9925	0.2393	0.1395	0.2502	0.2251	0.1685	0.3609	0.1831	0.3465	0.2016	0.1359
RASMC_H3K27AC_UNSTIM_REP1_14126	chrX(.):34452997-34453555	0.1787	0.043	0.2207	0.095	0.2003	0.0585	0.1594	0.203	0.296	0.7155	0.1198	0.0069	0.1332	0.1136	0.0892	0.0809	0.1026	0.0788	0.0541	0.0926
RASMC_H3K27AC_UNSTIM_REP1_3162	chr12(.):23669089-23670658	1.6403	2.593	1.4898	1.2871	1.6677	1.1034	1.3861	0.7589	2.2152	1.038	0.1914	0.5035	0.215	0.1731	0.1848	0.5384	0.2634	0.5568	0.2071	0.3721
RASMC_H3K27AC_UNSTIM_REP1_4641	chr15(.):55199650-55201205	0.3277	0.8063	0.1177	0.2059	0.1016	0.1078	0.132	0.1936	0.5894	1.0832	0.2135	0.1686	0.1387	0.1785	0.1355	0.3177	0.1206	0.1634	0.1898	0.252
RASMC_H3K27AC_UNSTIM_REP1_13259	chr8(.):103467382-103468006	0.0466	0.1122	0.0418	0.1072	0.0276	0.0435	0.0548	0.0678	0.0962	0.9106	0.0798	0.111	0.0992	0.0857	0.0991	0.0732	0.135	0.1249	0.1206	0.2257
RASMC_H3K27AC_UNSTIM_REP1_8263	chr3(.):12364460-12365369	0.6337	0.3509	0.2965	0.1151	0.6383	0.3811	0.2048	0.0104	0.8746	0.8723	0.1862	0.4983	0.155	0.0963	0.1894	0.2149	0.1559	0.1212	0.1874	0.3884
RASMC_H3K27AC_UNSTIM_REP1_10432	chr5(.):92700677-92701579	0.3872	0.0162	0.0714	0.0088	0.1652	0.1504	0.0854	0.0199	0.4031	0.8183	0.1463	0.0	0.0817	0.0755	0.0956	0.0	0.1063	0.0055	0.1939	0.0069
RASMC_H3K27AC_UNSTIM_REP1_7758	chr2(.):247089336-247090346	1.0204	0.0	0.7232	0.0567	1.0229	0.3239	1.0467	0.0663	0.9978	0.8103	0.1659	0.0087	0.1712	0.123	0.2123	0.0698	0.2056	0.0036	0.195	0.0
RASMC_H3K27AC_UNSTIM_REP1_13008	chr8(.):67176840-67177436	0.1711	0.0887	0.1958	0.4376	0.1483	0.2193	0.3043	0.3421	0.1143	0.8611	0.0828	0.0284	0.1573	0.2671	0.0996	0.1354	0.1833	0.1394	0.1158	0.0342
RASMC_H3K27AC_UNSTIM_REP1_13556	chr9(.):46466135-46469390	1.2753	2.1011	1.0407	1.2047	2.411	2.1086	0.9458	0.9207	1.5952	2.3145	0.2012	0.7646	0.1802	0.2209	0.2177	0.5654	0.212	0.5464	0.23	0.6482
RASMC_H3K27AC_UNSTIM_REP1_1914	chr10(.):45875704-45880176	1.5762	1.3756	0.3177	0.2625	0.8713	0.257	0.378	0.2774	2.2156	1.5806	0.1587	0.4433	0.1122	0.1389	0.163	0.2505	0.1546	0.2568	0.1853	0.4896
RASMC_H3K27AC_UNSTIM_REP1_14169	chrX(.):74483112-74485702	0.8849	0.4265	1.0726	0.6814	1.1539	0.8691	1.2918	1.1089	1.1148	1.0699	0.12	0.2512	0.1148	0.1275	0.1105	0.1394	0.1256	0.1644	0.1189	0.2704
RASMC_H3K27AC_UNSTIM_REP1_13752	chr9(.):80037228-80038283	0.2011	0.2816	0.129	0.227	0.0889	0.1623	0.0605	0.1976	0.4485	0.9837	0.1132	0.0376	0.1493	0.1591	0.0986	0.2129	0.083	0.1503	0.1068	0.382
RASMC_H3K27AC_UNSTIM_REP1_4967	chr16(.):41879868-41880630	0.3897	0.1282	0.156	0.049	0.9406	0.9889	0.2669	0.0425	0.4065	0.9326	0.0952	0.0	0.0987	0.0868	0.1298	0.1137	0.0912	0.0	0.1133	0.0079
RASMC_H3K27AC_UNSTIM_REP1_6399	chr19(.):42961262-42961925	0.5889	0.4787	1.2525	1.0404	1.3619	1.4037	1.1447	0.6087	0.5439	0.9534	0.2061	0.1877	0.2594	0.2803	0.2387	0.3921	0.1503	0.249	0.1567	0.2039
RASMC_H3K27AC_UNSTIM_REP1_3612	chr13(.):86623603-86626305	1.5694	1.2281	1.9463	1.2013	2.3271	1.7305	2.2954	1.3279	1.8876	1.2643	0.206	0.434	0.2124	0.206	0.2078	0.5342	0.2023	0.428	0.2304	0.6806
RASMC_H3K27AC_UNSTIM_REP1_1334	chr1(.):238731487-238736538	2.8327	0.9855	3.3733	0.9942	3.6187	1.3686	3.5728	0.6328	3.502	1.8395	0.3958	0.3143	0.402	0.2953	0.4185	0.2335	0.4346	0.2208	0.4357	0.218
RASMC_H3K27AC_UNSTIM_REP1_4698	chr15(.):85854294-85855527	0.3579	0.0936	0.4122	0.162	0.325	0.2257	0.5521	0.0365	0.5933	0.8436	0.138	0.0041	0.1279	0.1302	0.1104	0.1687	0.1531	0.1054	0.1741	0.2434
RASMC_H3K27AC_UNSTIM_REP1_2889	chr11(.):70321548-70324214	1.1325	1.646	2.1496	2.8072	1.1028	1.2658	2.8865	4.2433	1.251	1.4216	0.1526	0.6371	0.242	0.2232	0.2392	0.5171	0.225	0.7216	0.2016	1.1007
RASMC_H3K27AC_UNSTIM_REP1_1356	chr1(.):240675190-240678116	1.6039	0.8239	1.7777	0.728	2.8481	1.1105	1.4581	0.2684	2.2777	1.6687	0.3519	0.0926	0.3678	0.1843	0.3937	0.2266	0.3366	0.2065	0.3697	0.1086
RASMC_H3K27AC_UNSTIM_REP1_1259	chr1(.):227658129-227658741	0.5589	0.0546	0.2	0.0794	0.4582	0.1437	0.3223	0.0756	1.1178	0.7914	0.2155	0.0063	0.1581	0.0986	0.1903	0.0	0.141	0.0899	0.2505	0.0886
RASMC_H3K27AC_UNSTIM_REP1_12422	chr7(.):114608516-114609155	0.2913	0.1045	0.3538	0.1386	0.5139	0.5798	0.3837	0.0404	0.3316	0.8129	0.181	0.0274	0.2462	0.0708	0.1612	0.2001	0.1962	0.1039	0.1693	0.2256
RASMC_H3K27AC_UNSTIM_REP1_14074	chrX(.):22214584-22215325	0.826	0.7856	0.517	0.4384	0.9561	0.7182	0.5856	0.1462	0.7644	0.9966	0.1353	0.0507	0.0579	0.0727	0.0882	0.0883	0.1015	0.1581	0.1061	0.1416
RASMC_H3K27AC_UNSTIM_REP1_3821	chr13(.):110774648-110775320	0.6614	1.2564	0.9291	0.5859	1.1022	1.0336	1.2395	0.6084	0.9899	0.9852	0.1491	0.1252	0.1654	0.2095	0.1927	0.1982	0.1844	0.29	0.1165	0.1594
RASMC_H3K27AC_UNSTIM_REP1_8799	chr3(.):117737490-117738880	0.6209	0.3867	0.2782	0.1654	0.6724	0.5599	0.2584	0.0303	0.6193	0.9059	0.2076	0.0876	0.1567	0.1886	0.1874	0.1096	0.1751	0.1922	0.1603	0.0678
RASMC_H3K27AC_UNSTIM_REP1_7560	chr2(.):207546260-207548762	1.4037	1.2371	3.3046	1.641	1.2067	0.9098	3.6139	1.2318	1.6887	1.457	0.2603	0.2909	0.246	0.331	0.2229	0.2592	0.3026	0.3881	0.228	0.405
RASMC_H3K27AC_UNSTIM_REP1_1336	chr1(.):239061349-239062065	1.6732	1.1754	1.1742	0.7057	4.071	2.8325	1.5859	0.0253	1.3122	0.9164	0.3761	0.1566	0.3405	0.1656	0.3764	0.4385	0.3724	0.0273	0.3998	0.1148
RASMC_H3K27AC_UNSTIM_REP1_8224	chr3(.):9569751-9572288	2.6687	2.6087	2.5738	1.499	2.6038	1.7778	2.0452	1.5269	2.9405	1.76	0.2457	0.4014	0.2535	0.2085	0.2225	0.5688	0.249	0.475	0.2383	0.4629
RASMC_H3K27AC_UNSTIM_REP1_2966	chr11(.):79725921-79728695	1.5466	0.9387	1.9052	1.2847	2.4772	1.4869	2.5231	0.973	1.9132	1.3562	0.2032	0.3682	0.2185	0.2058	0.1806	0.3079	0.2784	0.2774	0.2028	0.1009
RASMC_H3K27AC_UNSTIM_REP1_6302	chr19(.):25609955-25611959	2.4975	4.08	3.1524	3.2173	3.9163	3.1799	3.7053	4.7771	2.6055	1.799	0.24	0.8025	0.2308	0.326	0.257	1.01	0.314	0.9502	0.2518	1.0407
RASMC_H3K27AC_UNSTIM_REP1_2749	chr11(.):56789397-56790024	1.4144	0.1545	1.6965	0.255	1.2241	0.8076	2.0511	0.2054	1.2243	0.7375	0.2064	0.0019	0.2339	0.2498	0.2085	0.2559	0.2225	0.1216	0.1844	0.0101
RASMC_H3K27AC_UNSTIM_REP1_11834	chr7(.):12468175-12473809	2.0916	2.5581	2.6303	3.7884	2.5458	1.8292	3.1169	4.4537	2.218	2.073	0.2265	0.6515	0.219	0.2829	0.2241	0.6033	0.2486	0.5955	0.2176	0.7813
RASMC_H3K27AC_UNSTIM_REP1_13885	chr9(.):96055692-96058673	1.4966	0.85	2.587	1.0662	1.4222	1.1628	2.5998	0.7701	1.81	1.3678	0.2043	0.2143	0.198	0.2254	0.2254	0.2353	0.2431	0.2241	0.1832	0.1781
RASMC_H3K27AC_UNSTIM_REP1_7505	chr2(.):198412443-198413576	2.5084	2.1809	2.2232	1.6027	2.2222	1.6627	1.3984	1.422	2.7151	2.4243	0.2243	0.5734	0.2011	0.352	0.2109	0.385	0.2576	0.805	0.2198	0.7379
RASMC_H3K27AC_UNSTIM_REP1_2671	chr11(.):44763128-44764591	0.1277	0.3214	0.0972	0.1943	0.1123	0.1922	0.0894	0.1867	0.2092	0.8182	0.1039	0.2512	0.0817	0.0449	0.1309	0.2649	0.0942	0.1851	0.1053	0.2525
RASMC_H3K27AC_UNSTIM_REP1_3283	chr12(.):50397847-50402065	2.0325	2.0514	2.8377	2.2279	1.9892	1.225	2.983	1.951	2.904	2.1283	0.2209	0.4709	0.2334	0.2498	0.2049	0.5544	0.2172	0.4182	0.2093	0.5371
RASMC_H3K27AC_UNSTIM_REP1_13264	chr8(.):104311215-104312643	0.748	1.211	0.7357	0.8693	1.0154	1.0951	0.7079	0.8831	0.771	0.8	0.097	0.309	0.127	0.1735	0.1118	0.2579	0.1048	0.3561	0.1204	0.2853
RASMC_H3K27AC_UNSTIM_REP1_4434	chr15(.):19874838-19878300	1.8253	2.6855	2.0879	4.3767	1.9123	1.594	2.2883	5.2462	2.0847	1.8244	0.2019	0.7532	0.2258	0.2945	0.1863	0.5209	0.2609	0.5664	0.2256	0.8155
RASMC_H3K27AC_UNSTIM_REP1_2334	chr10(.):88753425-88756387	1.0852	2.7105	1.1374	2.1383	1.4854	1.7448	0.9823	2.9948	1.0231	1.4898	0.1621	0.9581	0.1924	0.2464	0.1781	0.517	0.2305	0.5532	0.164	0.567
RASMC_H3K27AC_UNSTIM_REP1_5851	chr18(.):14408702-14411680	1.7691	1.3963	1.4896	1.2349	1.5484	0.9333	1.6734	0.861	1.9331	1.7287	0.2456	0.3739	0.2192	0.2644	0.2271	0.299	0.2549	0.3257	0.23	0.4841
RASMC_H3K27AC_UNSTIM_REP1_5824	chr18(.):3230066-3230789	0.1503	0.0067	0.1525	0.2015	0.176	0.1064	0.176	0.0444	0.3362	0.8356	0.1586	0.0049	0.1758	0.1657	0.1732	0.0456	0.1849	0.0	0.1369	0.0086
RASMC_H3K27AC_UNSTIM_REP1_4560	chr15(.):45926111-45928155	2.014	3.0572	2.4295	5.9302	2.1121	1.7547	2.3844	8.8766	2.3756	1.9875	0.2281	0.9823	0.2333	0.2448	0.1901	0.6085	0.2471	0.5672	0.2003	0.777
RASMC_H3K27AC_UNSTIM_REP1_3912	chr14(.):16695194-16700961	1.0834	1.2846	0.9092	1.0272	1.1983	1.087	0.9396	1.1262	1.4568	1.701	0.1833	0.5248	0.1784	0.2002	0.1754	0.3907	0.1648	0.3678	0.2006	0.4995
RASMC_H3K27AC_UNSTIM_REP1_3939	chr14(.):23300547-23301114	0.4276	0.097	0.6911	0.1887	0.4568	0.373	1.1535	0.0532	0.9525	0.8432	0.1197	0.0079	0.1736	0.1598	0.1764	0.0005	0.2569	0.0	0.1383	0.0009
RASMC_H3K27AC_UNSTIM_REP1_1218	chr1(.):225151087-225152335	1.7654	1.1491	2.9907	2.0632	2.3177	1.4769	3.4347	2.1622	2.46	1.8546	0.491	0.9522	0.5091	0.3058	0.4511	0.6455	0.5571	0.953	0.4723	0.6564
RASMC_H3K27AC_UNSTIM_REP1_1840	chr10(.):34277459-34278767	1.2548	1.0482	0.9729	0.5896	1.2462	0.588	1.0921	0.7986	1.4193	0.9969	0.1768	0.2019	0.1845	0.1871	0.1883	0.2142	0.1705	0.3437	0.17	0.3281
RASMC_H3K27AC_UNSTIM_REP1_4678	chr15(.):61540683-61541496	1.1131	0.8175	0.659	0.3429	0.727	0.3371	0.7912	0.0328	1.1638	0.9262	0.2235	0.266	0.248	0.2006	0.1926	0.2597	0.2351	0.2521	0.1792	0.2396
RASMC_H3K27AC_UNSTIM_REP1_12888	chr8(.):49080794-49082140	1.2413	1.9401	1.1572	1.1279	1.5015	1.1709	1.1367	1.2526	1.4684	1.5957	0.2425	0.7354	0.2584	0.3857	0.2554	0.661	0.2667	0.9929	0.2786	0.8893
RASMC_H3K27AC_UNSTIM_REP1_4427	chr15(.):18614244-18615779	1.6196	1.5012	1.5856	0.7262	1.9159	1.146	1.4496	0.5925	1.5799	1.176	0.1881	0.3536	0.2309	0.158	0.199	0.5504	0.2225	0.3233	0.1947	0.3036
RASMC_H3K27AC_UNSTIM_REP1_2349	chr10(.):88999493-89001860	2.1979	2.1611	1.9563	1.3133	1.7539	1.0694	2.4051	1.6386	2.0614	1.1945	0.1959	0.6358	0.2695	0.3653	0.2319	0.4069	0.2454	0.4906	0.2242	0.5679
RASMC_H3K27AC_UNSTIM_REP1_8740	chr3(.):111396991-111398220	1.7363	1.885	2.2576	2.7441	1.4082	1.2361	1.8412	2.3984	2.0155	1.5728	0.2677	0.5261	0.3038	0.2597	0.28	0.5801	0.3034	0.7048	0.2559	0.7563
RASMC_H3K27AC_UNSTIM_REP1_4172	chr14(.):83872153-83872820	0.6238	0.1646	0.2647	0.2128	0.6832	0.4328	0.2537	0.1411	0.6004	0.8589	0.2303	0.2335	0.1844	0.2396	0.1503	0.0191	0.1275	0.0785	0.2171	0.1215
